NAICS Sector Code,NAICS Codes,Sector,Subsector,NAICS Industry Description,Size Standards (millions of dollars),Size standards (number of employees)
54.0,541211,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Offices of Certified Public Accountants,22,
54.0,541213,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Tax Preparation Services,22,
54.0,541214,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Payroll Services,22,
54.0,541219,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Other Accounting Services,22,
54.0,541310,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Architectural Services,8,
54.0,541320,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Landscape Architectural Services,8,
54.0,541330,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Engineering Services,16.5,
54.0,541330_a_Except,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Military and Aerospace Equipment and Military Weapons,41.5,
54.0,541330_b_Except,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Contracts and Subcontracts for Engineering Services Awarded Under the National Energy Policy Act of 1992,41.5,
54.0,541330_c_Except,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Marine Engineering and Naval Architecture,41.5,
54.0,541340,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Drafting Services,8,
54.0,541350,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Building Inspection Services,8,
54.0,541360,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Geophysical Surveying and Mapping Services,16.5,
54.0,541370,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Surveying and Mapping (except Geophysical) Services,16.5,
54.0,541380,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Testing Laboratories,16.5,
54.0,541410,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Interior Design Services,8,
54.0,541420,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Industrial Design Services,8,
54.0,541430,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Graphic Design Services,8,
54.0,541490,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Other Specialized Design Services,8,
54.0,541511,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Custom Computer Programming Services,30,
54.0,541512,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Computer Systems Design Services,30,
54.0,541513,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Computer Facilities Management Services,30,
54.0,541519,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Other Computer Related Services,30,
54.0,541519_Except,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Information Technology Value Added Resellers18,,150.0
54.0,541611,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Administrative Management and General Management Consulting Services,16.5,
54.0,541612,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Human Resources Consulting Services,16.5,
54.0,541613,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Marketing Consulting Services,16.5,
54.0,541614,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services","Process, Physical Distribution and Logistics Consulting Services",16.5,
54.0,541618,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Other Management Consulting Services,16.5,
54.0,541620,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Environmental Consulting Services,16.5,
54.0,541690,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Other Scientific and Technical Consulting Services  ,16.5,
54.0,541713,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Research and Technology in Nanotechnology11,,1000.0
54.0,541714,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Research and Technology in Biotechnology (except Nanobiotechnology)11,,1000.0
54.0,541715,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) 11",,1000.0
54.0,541715_a_Except,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services","Aircraft, Aircraft Engine and Engine Parts11",,1500.0
54.0,541715_b_Except,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Other Aircraft Parts and Auxiliary Equipment11,,1250.0
54.0,541715_c_Except,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services","Guided Missiles and Space Vehicles, Their Propulsion Units and Propulsion Parts11",,1250.0
54.0,541720,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Research and Development in the Social Sciences and Humanities,22,
54.0,541810,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Advertising Agencies10,16.5,
54.0,541820,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Public Relations Agencies,16.5,
54.0,541830,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Media Buying Agencies,16.5,
54.0,541840,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Media Representatives,16.5,
54.0,541850,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Outdoor Advertising,16.5,
54.0,541860,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Direct Mail Advertising,16.5,
54.0,541870,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Advertising Material Distribution Services,16.5,
54.0,541890,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Other Services Related to Advertising,16.5,
54.0,541910,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Marketing Research and Public Opinion Polling,16.5,
54.0,541921,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services","Photography Studios, Portrait",8,
54.0,541922,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Commercial Photography,8,
54.0,541930,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Translation and Interpretation Services,8,
54.0,541940,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Veterinary Services,8,
54.0,541990,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services","All Other Professional, Scientific and Technical Services",16.5,
55.0,551111,Sector 55 – Management of Companies and Enterprises,Subsector 551 – Management of Companies and Enterprises,Offices of Bank Holding Companies,22,
55.0,551112,Sector 55 – Management of Companies and Enterprises,Subsector 551 – Management of Companies and Enterprises,Offices of Other Holding Companies,22,
56.0,561110,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Office Administrative Services,8,
56.0,561210,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Facilities Support Services12,41.5,
56.0,561311,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Employment Placement Agencies,30,
56.0,561312,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Executive Search Services,30,
56.0,561320,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Temporary Help Services,30,
56.0,561330,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Professional Employer Organizations,30,
56.0,561410,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Document Preparation Services,16.5,
56.0,561421,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Telephone Answering Services,16.5,
56.0,561422,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Telemarketing Bureaus and Other contact Centers,16.5,
56.0,561431,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Private Mail Centers,16.5,
56.0,561439,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Other Business Service Centers (including Copy Shops),16.5,
56.0,561440,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Collection Agencies,16.5,
56.0,561450,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Credit Bureaus,16.5,
56.0,561491,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Repossession Services,16.5,
56.0,561492,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Court Reporting and Stenotype Services,16.5,
56.0,561499,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,All Other Business Support Services,16.5,
56.0,561510,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Travel Agencies10,22,
56.0,561520,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Tour Operators10,22,
56.0,561591,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Convention and Visitors Bureaus,22,
56.0,561599,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,All Other Travel Arrangement and Reservation Services,22,
56.0,561611,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Investigation Services,22,
56.0,561612,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Security Guards and Patrol Services,22,
56.0,561613,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Armored Car Services,22,
56.0,561621,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Security Systems Services (except Locksmiths),22,
56.0,561622,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Locksmiths,22,
56.0,561710,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Exterminating and Pest Control Services,12,
56.0,561720,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Janitorial Services,19.5,
56.0,561730,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Landscaping Services,8,
56.0,561740,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Carpet and Upholstery Cleaning Services,6,
56.0,561790,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Other Services to Buildings and Dwellings  ,8,
56.0,561910,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Packaging and Labeling Services,12,
56.0,561920,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Convention and Trade Show Organizers10,12,
56.0,561990,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,All Other Support Services,12,
56.0,562111,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Solid Waste Collection,41.5,
56.0,562112,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Hazardous Waste Collection,41.5,
56.0,562119,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Other Waste Collection,41.5,
56.0,562211,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Hazardous Waste Treatment and Disposal,41.5,
56.0,562212,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Solid Waste Landfill,41.5,
56.0,562213,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Solid Waste Combustors and Incinerators,41.5,
56.0,562219,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Other Nonhazardous Waste Treatment and Disposal  ,41.5,
56.0,562910,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Remediation Services,22,
56.0,562910_Except,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Environmental Remediation Services14,,750.0
56.0,562920,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Materials Recovery Facilities,22,
56.0,562991,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,Septic Tank and Related Services,8,
56.0,562998,"Sector 56 – Administrative and Support, Waste Management and Remediation Services",Subsector 561 – Administrative and Support Services,All Other Miscellaneous Waste Management Services,8,
61.0,611110,Sector 61 – Educational Services,Subsector 611 – Educational Services,Elementary and Secondary Schools,12,
61.0,611210,Sector 61 – Educational Services,Subsector 611 – Educational Services,Junior Colleges,22,
61.0,611310,Sector 61 – Educational Services,Subsector 611 – Educational Services,"Colleges, Universities and Professional Schools",30,
61.0,611410,Sector 61 – Educational Services,Subsector 611 – Educational Services,Business and Secretarial Schools,8,
61.0,611420,Sector 61 – Educational Services,Subsector 611 – Educational Services,Computer Training,12,
61.0,611430,Sector 61 – Educational Services,Subsector 611 – Educational Services,Professional and Management Development Training,12,
61.0,611511,Sector 61 – Educational Services,Subsector 611 – Educational Services,Cosmetology and Barber Schools,8,
61.0,611512,Sector 61 – Educational Services,Subsector 611 – Educational Services,Flight Training,30,
61.0,611513,Sector 61 – Educational Services,Subsector 611 – Educational Services,Apprenticeship Training,8,
61.0,611519,Sector 61 – Educational Services,Subsector 611 – Educational Services,Other Technical and Trade Schools,16.5,
61.0,611519_Except,Sector 61 – Educational Services,Subsector 611 – Educational Services,Job Corps Centers16,41.5,
61.0,611610,Sector 61 – Educational Services,Subsector 611 – Educational Services,Fine Arts Schools,8,
61.0,611620,Sector 61 – Educational Services,Subsector 611 – Educational Services,Sports and Recreation Instruction,8,
61.0,611630,Sector 61 – Educational Services,Subsector 611 – Educational Services,Language Schools,12,
61.0,611691,Sector 61 – Educational Services,Subsector 611 – Educational Services,Exam Preparation and Tutoring,8,
61.0,611692,Sector 61 – Educational Services,Subsector 611 – Educational Services,Automobile Driving Schools,8,
61.0,611699,Sector 61 – Educational Services,Subsector 611 – Educational Services,All Other Miscellaneous Schools and Instruction,12,
61.0,611710,Sector 61 – Educational Services,Subsector 611 – Educational Services,Educational Support Services,16.5,
62.0,621111,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Offices of Physicians (except Mental Health Specialists),12,
62.0,621112,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,"Offices of Physicians, Mental Health Specialists",12,
62.0,621210,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Offices of Dentists,8,
62.0,621310,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Offices of Chiropractors,8,
62.0,621320,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Offices of Optometrists,8,
62.0,621330,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Offices of Mental Health Practitioners (except Physicians),8,
62.0,621340,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,"Offices of Physical, Occupational and Speech Therapists and Audiologists",8,
62.0,621391,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Offices of Podiatrists,8,
62.0,621399,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Offices of All Other Miscellaneous Health Practitioners,8,
62.0,621410,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Family Planning Centers,12,
62.0,621420,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Outpatient Mental Health and Substance Abuse Centers,16.5,
62.0,621491,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,HMO Medical Centers,35,
62.0,621492,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Kidney Dialysis Centers,41.5,
62.0,621493,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Freestanding Ambulatory Surgical and Emergency Centers,16.5,
62.0,621498,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,All Other Outpatient Care Centers,22,
62.0,621511,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Medical Laboratories,35,
62.0,621512,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Diagnostic Imaging Centers,16.5,
62.0,621610,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Home Health Care Services,16.5,
62.0,621910,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Ambulance Services,16.5,
62.0,621991,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,Blood and Organ Banks,35,
62.0,621999,Sector 62 – Health Care and Social Assistance,Subsector 621 – Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services,16.5,
62.0,622110,Sector 62 – Health Care and Social Assistance,Subsector 622 – Hospitals,General Medical and Surgical Hospitals,41.5,
62.0,622210,Sector 62 – Health Care and Social Assistance,Subsector 622 – Hospitals,Psychiatric and Substance Abuse Hospitals,41.5,
62.0,622310,Sector 62 – Health Care and Social Assistance,Subsector 622 – Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,41.5,
62.0,623110,Sector 62 – Health Care and Social Assistance,Subsector 623 – Nursing and Residential Care Facilities,Nursing Care Facilities (Skilled Nursing Facilities),30,
62.0,623210,Sector 62 – Health Care and Social Assistance,Subsector 623 – Nursing and Residential Care Facilities,Residential Intellectual and Developmental Disability Facilities,16.5,
62.0,623220,Sector 62 – Health Care and Social Assistance,Subsector 623 – Nursing and Residential Care Facilities,Residential Mental Health and Substance Abuse Facilities,16.5,
62.0,623311,Sector 62 – Health Care and Social Assistance,Subsector 623 – Nursing and Residential Care Facilities,Continuing Care Retirement Communities,30,
62.0,623312,Sector 62 – Health Care and Social Assistance,Subsector 623 – Nursing and Residential Care Facilities,Assisted Living Facilities for the Elderly,12,
62.0,623990,Sector 62 – Health Care and Social Assistance,Subsector 623 – Nursing and Residential Care Facilities,Other Residential Care Facilities,12,
62.0,624110,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Child and Youth Services,12,
62.0,624120,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Services for the Elderly and Persons with Disabilities,12,
62.0,624190,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Other Individual and Family Services,12,
62.0,624210,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Community Food Services,12,
62.0,624221,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Temporary Shelters,12,
62.0,624229,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Other Community Housing Services,16.5,
62.0,624230,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Emergency and Other Relief Services,35,
62.0,624310,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Vocational Rehabilitation Services,12,
62.0,624410,Sector 62 – Health Care and Social Assistance,Subsector 624 – Social Assistance,Child Day Care Services,8,
71.0,711110,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries",Theater Companies and Dinner Theaters,22,
71.0,711120,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries",Dance Companies,12,
71.0,711130,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries",Musical Groups and Artists,12,
71.0,711190,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries",Other Performing Arts Companies,30,
71.0,711211,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries",Sports Teams and Clubs,41.5,
71.0,711212,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries",Race Tracks,41.5,
71.0,711219,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries",Other Spectator Sports,12,
71.0,711310,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries","Promoters of Performing Arts, Sports and Similar Events with Facilities",35,
71.0,711320,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries","Promoters of Performing Arts, Sports and Similar Events without Facilities",16.5,
71.0,711410,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries","Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures",12,
71.0,711510,"Sector 71 – Arts, Entertainment and Recreation","Subsector 711 – Performing Arts, Spectator Sports and Related Industries","Independent Artists, Writers, and Performers",8,
71.0,712110,"Sector 71 – Arts, Entertainment and Recreation","Subsector 712 – Museums, Historical Sites and Similar Institutions",Museums,30,
71.0,712120,"Sector 71 – Arts, Entertainment and Recreation","Subsector 712 – Museums, Historical Sites and Similar Institutions",Historical Sites,8,
71.0,712130,"Sector 71 – Arts, Entertainment and Recreation","Subsector 712 – Museums, Historical Sites and Similar Institutions",Zoos and Botanical Gardens,30,
71.0,712190,"Sector 71 – Arts, Entertainment and Recreation","Subsector 712 – Museums, Historical Sites and Similar Institutions",Nature Parks and Other Similar Institutions  ,8,
71.0,713110,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Amusement and Theme Parks,41.5,
71.0,713120,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Amusement Arcades,8,
71.0,713210,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Casinos (except Casino Hotels),30,
71.0,713290,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Other Gambling Industries,35,
71.0,713910,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Golf Courses and Country Clubs,16.5,
71.0,713920,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Skiing Facilities,30,
71.0,713930,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Marinas,8,
71.0,713940,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Fitness and Recreational Sports Centers,8,
71.0,713950,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",Bowling Centers,8,
71.0,713990,"Sector 71 – Arts, Entertainment and Recreation","Subsector 713 – Amusement, Gambling and Recreation Industries",All Other Amusement and Recreation Industries,8,
72.0,721110,Sector 72 – Accommodation and Food Services,Subsector 721 – Accommodation,Hotels (except Casino Hotels) and Motels,35,
72.0,721120,Sector 72 – Accommodation and Food Services,Subsector 721 – Accommodation,Casino Hotels,35,
72.0,721191,Sector 72 – Accommodation and Food Services,Subsector 721 – Accommodation,Bed‑and‑Breakfast Inns,8,
72.0,721199,Sector 72 – Accommodation and Food Services,Subsector 721 – Accommodation,All Other Traveler Accommodation,8,
72.0,721211,Sector 72 – Accommodation and Food Services,Subsector 721 – Accommodation,RV (Recreational Vehicle) Parks and Campgrounds  ,8,
72.0,721214,Sector 72 – Accommodation and Food Services,Subsector 721 – Accommodation,Recreational and Vacation Camps (except Campgrounds),8,
72.0,721310,Sector 72 – Accommodation and Food Services,Subsector 721 – Accommodation,"Rooming and Boarding Houses, Dormitories, and Workers’ Camps",8,
72.0,722310,Sector 72 – Accommodation and Food Services,Subsector 722 – Food Services and Drinking Places,Food Service Contractors,41.5,
72.0,722320,Sector 72 – Accommodation and Food Services,Subsector 722 – Food Services and Drinking Places,Caterers,8,
72.0,722330,Sector 72 – Accommodation and Food Services,Subsector 722 – Food Services and Drinking Places,Mobile Food Services,8,
72.0,722410,Sector 72 – Accommodation and Food Services,Subsector 722 – Food Services and Drinking Places,Drinking Places (Alcoholic Beverages),8,
72.0,722511,Sector 72 – Accommodation and Food Services,Subsector 722 – Food Services and Drinking Places,Full-Service Restaurants,8,
72.0,722513,Sector 72 – Accommodation and Food Services,Subsector 722 – Food Services and Drinking Places,Limited-Service Restaurants,12,
72.0,722514,Sector 72 – Accommodation and Food Services,Subsector 722 – Food Services and Drinking Places,"Cafeterias, Grill Buffets, and Buffets",30,
72.0,722515,Sector 72 – Accommodation and Food Services,Subsector 722 – Food Services and Drinking Places,Snack and Nonalcoholic Beverage Bars,8,
81.0,811111,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,General Automotive Repair,8,
81.0,811112,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Automotive Exhaust System Repair,8,
81.0,811113,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Automotive Transmission Repair,8,
81.0,811118,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Other Automotive Mechanical and Electrical Repair and Maintenance,8,
81.0,811121,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,"Automotive Body, Paint and Interior Repair and Maintenance",8,
81.0,811122,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Automotive Glass Replacement Shops,12,
81.0,811191,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Automotive Oil Change and Lubrication Shops  ,8,
81.0,811192,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Car Washes,8,
81.0,811198,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,All Other Automotive Repair and Maintenance,8,
81.0,811211,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Consumer Electronics Repair and Maintenance,8,
81.0,811212,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Computer and Office Machine Repair and Maintenance,30,
81.0,811213,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Communication Equipment Repair and Maintenance,12,
81.0,811219,Sector 81 – Other Services,Subsector 811 – Repair and Maintenance,Other Electronic and Precision Equipment Repair and Maintenance,22,
